Year,Snowline_elev
2000.0,1631.6509784598288
2001.0,1721.7406196105608
2002.0,1679.3107710563388
2003.0,1819.8667573451992
2004.0,1775.568117721347
2005.0,1652.6515983114398
2006.0,1818.7133721496143
2007.0,1884.5655667543338
2008.0,1710.2443352328994
2009.0,1672.3308436050397
2010.0,1797.766465703989
2011.0,1654.0169288609775
2012.0,1796.1631726899639
2013.0,1801.6421352723544
2014.0,1604.0096279163324
2015.0,1750.039222664621
2016.0,1840.2644686679141
2017.0,1750.488961371902
2018.0,1812.3927010345908
2019.0,1821.305096075139
2020.0,1687.8134380857923
2021.0,1907.1726846069068
2022.0,1786.6159443725749
2023.0,1583.1344668683837
2024.0,1658.0208677160163
