Year,Snowline_elev
2000.0,521.1919065108714
2001.0,590.4105912046343
2002.0,395.28486020648404
2003.0,409.45332240587766
2004.0,411.9809578896582
2005.0,395.5938869222298
2006.0,430.7765767769759
2007.0,385.3357485279777
2008.0,407.47429069258646
2009.0,388.5366952794136
2010.0,389.9533114943774
2011.0,384.92848095699753
2012.0,390.8187634667625
2013.0,389.5297653582844
2014.0,427.17505505073535
2015.0,386.237996764048
2016.0,474.85513575173167
2017.0,443.86488595473827
2018.0,412.84673946798483
2019.0,385.6472569908872
2020.0,426.6457084593254
2021.0,386.027846358778
2022.0,387.2829778154248
2023.0,402.29869209101247
2024.0,379.1313459446422
