Sen_slope,Area
n10,58.91
n09,7.8
n08,10.6
n07,14.59
n06,20.91
n05,24.45
n04,23.4
n03,27.66
n02,36.76
n01,56.44
n00,48.99
p00,135.69
p01,200.12
p02,135.07
p03,78.38
p04,34.05
p05,13.41
p06,7.85
p07,1.77
p08,0.13
p09,0.0
p10,0.0
