Year,Snowline_elev
2000.0,322.39050742813043
2001.0,324.53734834088584
2002.0,316.6448923727759
2003.0,310.48082540001997
2004.0,322.455190789862
2005.0,320.20705304443305
2006.0,317.30871080763427
2007.0,315.67068033473316
2008.0,318.2681766265601
2009.0,318.7095027122711
2010.0,327.8043456839167
2011.0,313.3008497476202
2012.0,314.1622276623281
2013.0,308.5840736641605
2014.0,313.721672094254
2015.0,318.25722996740035
2016.0,316.3467742582896
2017.0,325.2600040373061
2018.0,313.5217219067741
2019.0,313.11956907047505
2020.0,322.5717493493283
2021.0,303.37050794933606
2022.0,312.50206029481484
2023.0,301.90234995485366
2024.0,278.80538448961795
