Year,Elevation,SCA,CCA
2000.0,1400.0,0.00,6.82
2000.0,1500.0,0.00,6.47
2000.0,1600.0,0.00,6.30
2000.0,1700.0,0.00,6.73
2000.0,1800.0,0.00,7.11
2000.0,1900.0,0.00,6.64
2000.0,2000.0,0.00,6.46
2000.0,2100.0,0.00,6.28
2000.0,2200.0,0.00,6.51
2000.0,2300.0,0.01,6.24
2000.0,2400.0,0.00,6.34
2000.0,2500.0,0.00,6.40
2000.0,2600.0,0.01,6.54
2000.0,2700.0,0.03,6.50
2000.0,2800.0,0.03,6.62
2000.0,2900.0,0.02,6.31
2000.0,3000.0,0.01,5.74
2000.0,3100.0,0.01,4.81
2000.0,3200.0,0.02,5.03
2000.0,3300.0,0.02,5.15
2000.0,3400.0,0.02,5.66
2000.0,3500.0,0.02,5.55
2000.0,3600.0,0.02,5.56
2000.0,3700.0,7.73,7.49
2000.0,3800.0,4.54,8.15
2000.0,3900.0,5.89,8.62
2000.0,4000.0,7.43,8.62
2000.0,4100.0,9.31,9.71
2000.0,4200.0,8.98,9.35
2000.0,4300.0,9.10,9.22
2000.0,4400.0,9.72,9.33
2000.0,4500.0,9.59,9.23
2000.0,4600.0,9.27,9.28
2000.0,4700.0,9.86,9.51
2000.0,4800.0,10.87,9.86
2000.0,4900.0,11.75,10.18
2000.0,5000.0,12.10,10.53
2000.0,5100.0,11.99,10.91
2000.0,5200.0,12.95,11.34
2000.0,5300.0,14.09,11.55
2000.0,5400.0,15.65,11.61
2000.0,5500.0,17.88,11.37
2000.0,5600.0,21.04,11.61
2000.0,5700.0,29.44,12.62
2000.0,5800.0,29.98,12.68
2000.0,5900.0,26.79,11.48
2000.0,6000.0,24.24,11.50
2000.0,6100.0,25.39,11.88
2000.0,6200.0,35.01,12.24
2000.0,6300.0,44.60,12.91
2000.0,6400.0,49.59,13.99
2000.0,6500.0,45.64,14.11
2000.0,6600.0,40.73,14.10
2000.0,6700.0,39.04,13.90
2001.0,1400.0,0.00,3.36
2001.0,1500.0,0.00,4.34
2001.0,1600.0,0.00,6.17
2001.0,1700.0,0.00,5.50
2001.0,1800.0,0.00,5.18
2001.0,1900.0,0.00,3.89
2001.0,2000.0,0.00,3.24
2001.0,2100.0,0.00,3.32
2001.0,2200.0,0.01,3.38
2001.0,2300.0,0.02,3.49
2001.0,2400.0,0.01,3.61
2001.0,2500.0,0.01,3.67
2001.0,2600.0,0.01,3.82
2001.0,2700.0,0.01,3.40
2001.0,2800.0,0.00,3.42
2001.0,2900.0,0.00,3.14
2001.0,3000.0,0.00,2.60
2001.0,3100.0,0.00,1.98
2001.0,3200.0,0.00,2.11
2001.0,3300.0,0.00,2.12
2001.0,3400.0,0.00,1.96
2001.0,3500.0,0.00,2.40
2001.0,3600.0,0.00,2.35
2001.0,3700.0,4.76,4.74
2001.0,3800.0,0.83,4.44
2001.0,3900.0,2.02,5.39
2001.0,4000.0,3.38,6.20
2001.0,4100.0,5.36,7.20
2001.0,4200.0,5.53,7.12
2001.0,4300.0,5.51,7.10
2001.0,4400.0,6.46,7.44
2001.0,4500.0,7.21,7.72
2001.0,4600.0,8.54,7.95
2001.0,4700.0,11.47,8.23
2001.0,4800.0,14.02,8.90
2001.0,4900.0,15.91,9.50
2001.0,5000.0,18.19,10.01
2001.0,5100.0,19.05,10.42
2001.0,5200.0,22.84,10.78
2001.0,5300.0,26.89,11.12
2001.0,5400.0,31.20,11.22
2001.0,5500.0,35.57,11.37
2001.0,5600.0,42.39,11.86
2001.0,5700.0,51.94,12.76
2001.0,5800.0,55.49,13.10
2001.0,5900.0,58.63,12.75
2001.0,6000.0,63.53,14.05
2001.0,6100.0,67.95,15.63
2001.0,6200.0,75.30,17.71
2001.0,6300.0,80.30,20.18
2001.0,6400.0,82.51,20.36
2001.0,6500.0,83.29,17.93
2001.0,6600.0,82.62,14.58
2001.0,6700.0,82.54,13.12
2002.0,1400.0,0.00,1.68
2002.0,1500.0,0.00,1.59
2002.0,1600.0,0.00,1.59
2002.0,1700.0,0.01,1.15
2002.0,1800.0,0.01,0.49
2002.0,1900.0,0.02,0.20
2002.0,2000.0,0.02,0.09
2002.0,2100.0,0.03,0.13
2002.0,2200.0,0.04,0.14
2002.0,2300.0,0.04,0.17
2002.0,2400.0,0.03,0.27
2002.0,2500.0,0.01,0.30
2002.0,2600.0,0.03,0.38
2002.0,2700.0,0.04,0.44
2002.0,2800.0,0.03,0.55
