Year,SCA,CCA
2000,3.95,60.05
2001,2.28,49.83
2002,4.38,56.17
2003,3.87,43.94
2004,3.19,42.30
2005,4.71,41.45
2006,4.37,41.12
2007,5.60,38.46
2008,3.51,32.27
2009,3.94,40.72
2010,4.71,40.44
2011,4.32,38.12
2012,4.22,42.92
2013,3.70,36.74
2014,3.96,42.24
2015,3.60,38.21
2016,2.98,30.55
2017,4.95,41.79
2018,4.25,37.04
2019,4.33,38.22
2020,4.19,38.04
2021,3.43,30.44
2022,5.55,40.52
2023,4.81,39.84
2024,5.47,46.86
