Month,Mean,P25,P75
1.0,0.48,0.25,0.97
2.0,0.63,0.28,1.45
3.0,0.50,0.21,1.21
4.0,0.52,0.25,1.46
5.0,1.23,0.37,5.57
6.0,2.88,0.60,9.25
7.0,2.91,0.60,9.84
8.0,1.46,0.47,6.38
9.0,1.08,0.49,4.12
10.0,0.64,0.41,1.57
11.0,0.49,0.34,0.67
12.0,0.38,0.26,0.54
