Month,Mean,P25,P75
1.0,1.69,0.96,3.26
2.0,1.23,0.71,2.25
3.0,1.02,0.62,2.09
4.0,2.26,0.84,5.19
5.0,6.59,2.72,11.73
6.0,17.27,10.72,24.36
7.0,26.74,19.82,33.42
8.0,24.08,18.90,30.39
9.0,22.45,16.40,28.33
10.0,18.23,13.54,24.79
11.0,12.05,7.32,18.67
12.0,4.62,2.34,9.34
