Elevation,SCA,CCA
0.0,5.550531893780911,5.550531893780911
100.0,11.736218292643875,11.736218292643875
200.0,15.367179227276827,15.367179227276827
300.0,17.881130784726906,17.881130784726906
400.0,20.966697140821925,20.966697140821925
500.0,23.778360788403415,23.778360788403415
600.0,27.176994838585312,27.176994838585312
700.0,30.813583539484817,30.813583539484817
800.0,33.31276813327966,33.31276813327966
900.0,36.259605323104516,36.259605323104516
1000.0,39.406685657948344,39.406685657948344
1100.0,41.154610782108215,41.154610782108215
1200.0,40.40312935376704,40.40312935376704
1300.0,50.64216500553712,50.64216500553712
