Month,SCA
1.0,-0.10
2.0,-0.11
3.0,-0.08
4.0,0.08
5.0,1.15
6.0,-0.30
7.0,1.02
8.0,0.16
9.0,0.08
10.0,-0.10
11.0,-0.13
12.0,-0.08
