Month,Mean,P25,P75
1.0,0.49,0.27,0.98
2.0,0.65,0.29,1.48
3.0,0.53,0.23,1.24
4.0,0.53,0.25,1.51
5.0,1.25,0.38,5.58
6.0,2.89,0.62,9.25
7.0,2.91,0.61,9.84
8.0,1.46,0.48,6.39
9.0,1.09,0.50,4.12
10.0,0.65,0.42,1.57
11.0,0.49,0.35,0.67
12.0,0.38,0.27,0.54
