Elevation,Area
100,1531.59
200,239.56
300,250.72
400,250.72
500,280.77
600,294.51
700,280.34
800,258.23
900,258.66
1000,220.88
1100,183.75
1200,151.12
1300,110.12
1400,81.79
1500,47.87
1600,28.55
1700,18.03
1800,7.73
1900,2.36
2000,0.86
2100,0.64
