Month,Mean,P25,P75
1.0,0.39,0.18,1.08
2.0,0.14,0.06,0.42
3.0,0.11,0.05,0.40
4.0,0.92,0.17,2.33
5.0,5.88,2.93,9.57
6.0,12.72,8.75,17.43
7.0,17.98,13.22,22.48
8.0,17.14,13.34,21.38
9.0,18.37,13.97,21.67
10.0,15.17,11.77,17.73
11.0,9.43,6.17,12.53
12.0,2.66,1.29,6.14
