Month,Mean,P25,P75
1.0,2.00,1.15,3.06
2.0,2.99,1.84,4.25
3.0,2.87,1.85,4.66
4.0,4.50,3.08,7.11
5.0,10.02,6.36,14.56
6.0,15.54,10.13,21.67
7.0,15.13,10.26,21.00
8.0,9.45,5.99,13.69
9.0,5.52,3.11,9.06
10.0,3.79,2.25,5.66
11.0,2.22,1.34,3.43
12.0,1.73,0.91,2.94
