Month,SCA
1.0,-0.01
2.0,-0.01
3.0,-0.01
4.0,-0.01
5.0,0.73
6.0,0.70
7.0,1.30
8.0,0.11
9.0,0.03
10.0,0.01
11.0,-0.00
12.0,-0.00
