Month,Mean,P25,P75
1.0,0.50,0.36,0.64
2.0,0.34,0.24,0.46
3.0,0.27,0.19,0.38
4.0,0.24,0.13,0.50
5.0,0.53,0.17,1.63
6.0,1.48,0.50,3.77
7.0,2.30,1.07,4.91
8.0,1.25,0.59,2.91
9.0,0.93,0.47,1.78
10.0,0.41,0.21,0.82
11.0,0.36,0.18,0.68
12.0,0.58,0.35,0.85
