Month,SCA
1.0,0.00
2.0,0.02
3.0,0.02
4.0,0.01
5.0,-0.63
6.0,0.00
7.0,-0.00
8.0,0.00
9.0,0.00
10.0,0.00
11.0,0.00
12.0,0.01
