Month,SCA
1.0,-0.42
2.0,-0.08
3.0,-0.08
4.0,0.10
5.0,0.25
6.0,0.18
7.0,0.17
8.0,0.23
9.0,0.72
10.0,0.03
11.0,-0.28
12.0,-0.17
