Month,SCA
1.0,-0.00
2.0,0.00
3.0,0.03
4.0,0.31
5.0,0.42
6.0,-0.03
7.0,0.40
8.0,0.20
9.0,0.15
10.0,0.01
11.0,0.00
12.0,0.00
