Month,SCA
1.0,-0.09
2.0,-0.01
3.0,-0.09
4.0,-0.05
5.0,4.01
6.0,0.96
7.0,0.73
8.0,0.09
9.0,0.42
10.0,0.13
11.0,-0.18
12.0,-0.02
