Month,SCA
1.0,0.00
2.0,-0.00
3.0,-0.01
4.0,-0.02
5.0,-0.75
6.0,0.01
7.0,-2.76
8.0,-1.19
9.0,-2.46
10.0,-0.60
11.0,-0.63
12.0,-0.04
