Month,SCA
1.0,-0.09
2.0,-0.03
3.0,-0.08
4.0,0.02
5.0,0.71
6.0,0.57
7.0,1.32
8.0,0.44
9.0,0.04
10.0,0.00
11.0,-0.08
12.0,-0.04
