Month,Mean,P25,P75
1.0,1.94,1.27,2.69
2.0,1.82,1.07,2.71
3.0,1.31,0.78,2.01
4.0,1.71,0.76,3.54
5.0,5.09,2.42,8.99
6.0,7.46,3.87,12.44
7.0,9.88,5.98,15.20
8.0,6.33,3.17,10.97
9.0,4.63,2.04,8.28
10.0,2.69,1.24,4.89
11.0,0.65,0.21,1.50
12.0,1.06,0.50,1.93
