Month,Mean,P25,P75
1.0,3.63,1.85,6.39
2.0,4.46,2.58,6.98
3.0,5.20,2.96,8.75
4.0,9.60,5.45,14.67
5.0,17.13,10.67,24.83
6.0,22.81,14.37,31.55
7.0,25.36,17.46,33.56
8.0,17.24,11.20,24.08
9.0,11.60,6.12,18.64
10.0,6.03,3.49,10.08
11.0,3.55,1.72,6.54
12.0,2.71,1.22,5.03
