Elevation,Area
100,1834.68
200,1167.53
300,895.99
400,435.54
500,319.20
600,253.30
700,277.77
800,315.76
900,347.75
1000,375.01
1100,374.58
1200,376.94
1300,364.49
1400,301.17
1500,231.19
1600,175.16
1700,113.34
1800,52.16
1900,30.05
2000,25.97
2100,18.46
2200,5.37
2300,3.65
2400,4.08
2500,1.72
2600,1.29
2700,1.29
2800,1.72
2900,0.64
3000,0.43
3100,0.43
3200,0.00
3300,0.21
3400,0.21
