Month,SCA
1.0,-0.37
2.0,-0.14
3.0,-0.22
4.0,0.03
5.0,0.32
6.0,0.15
7.0,0.78
8.0,0.44
9.0,0.27
10.0,-0.06
11.0,-0.37
12.0,-0.24
