Month,SCA
1.0,-0.05
2.0,-0.01
3.0,0.00
4.0,0.20
5.0,0.19
6.0,-0.13
7.0,0.34
8.0,0.04
9.0,0.23
10.0,0.01
11.0,-0.00
12.0,-0.02
