system:index,CCA,Elevation,Month,SCA,.geo
0_0_0_0,4.373258238580514,3600.0,1.0,0.08047862336991321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0_1,5.521185015652725,3700.0,1.0,0.240390797171548,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0_2,6.967158192127732,3800.0,1.0,0.17317425338644854,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0_3,8.704509527655818,3900.0,1.0,0.18386051915932614,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0_4,9.896806558718355,4000.0,1.0,0.18718700622865617,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0_5,11.733981383146267,4100.0,1.0,0.2029872193061859,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0_6,13.185547083834875,4200.0,1.0,1.6453399138590978,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_0_7,15.81985391652678,4300.0,1.0,0.24190755078711612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_0_8,17.650220226616614,4400.0,1.0,0.32369704308873,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_0_9,19.149844914195892,4500.0,1.0,0.5924176001583573,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_0_10,19.385159132905486,4600.0,1.0,0.8262921412715611,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_0_11,20.35242428929272,4700.0,1.0,1.270456438953663,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12_0_12,22.097835875742827,4800.0,1.0,2.668750528252728,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13_0_13,23.711056307888683,4900.0,1.0,4.971527849718924,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14_0_14,25.32884747163088,5000.0,1.0,8.432400004982423,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15_0_15,26.814250633720697,5100.0,1.0,13.729098097112626,"{""type"":""MultiPoint"",""coordinates"":[]}"
