Month,Mean,P25,P75
1.0,0.47,0.26,0.78
2.0,0.14,0.05,0.35
3.0,0.11,0.04,0.26
4.0,0.23,0.08,0.56
5.0,0.76,0.29,1.69
6.0,3.76,1.56,7.17
7.0,7.15,3.84,10.57
8.0,7.08,4.17,10.33
9.0,6.90,3.82,9.68
10.0,4.84,2.96,6.43
11.0,2.64,1.59,3.78
12.0,1.29,0.71,1.95
