Month,Mean,P25,P75
1.0,6.88,4.30,10.25
2.0,10.18,6.15,14.50
3.0,9.48,6.22,13.72
4.0,13.30,9.12,18.42
5.0,20.71,14.22,27.96
6.0,29.30,20.17,38.74
7.0,30.61,21.28,40.94
8.0,23.16,15.81,31.18
9.0,17.79,9.89,26.96
10.0,12.97,7.19,19.24
11.0,8.44,4.87,12.48
12.0,5.56,3.38,8.55
