Elevation,Area
100,4433.13
200,1563.36
300,693.56
400,475.90
500,363.42
600,318.12
700,284.42
800,220.45
900,209.72
1000,218.09
1100,214.23
1200,229.04
1300,249.00
1400,263.82
1500,268.11
1600,238.27
1700,216.59
1800,175.81
1900,142.32
2000,111.19
2100,85.86
2200,66.12
2300,43.36
2400,30.70
2500,18.46
2600,10.95
2700,6.44
2800,3.65
2900,2.36
3000,2.36
3100,0.86
