Month,Mean,P25,P75
1.0,0.30,0.22,0.38
2.0,0.16,0.09,0.24
3.0,0.11,0.06,0.19
4.0,0.15,0.07,0.29
5.0,0.30,0.14,0.65
6.0,0.92,0.37,2.42
7.0,2.00,1.03,3.78
8.0,1.52,0.89,2.68
9.0,1.42,0.88,2.10
10.0,0.82,0.51,1.19
11.0,0.47,0.27,0.72
12.0,0.48,0.33,0.62
