Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.02
5.0,0.58
6.0,0.55
7.0,0.83
8.0,0.22
9.0,0.02
10.0,0.00
11.0,0.00
12.0,0.00
