Elevation,Area
100,1495.74
200,375.87
300,321.99
400,338.73
500,376.94
600,398.62
700,423.52
800,453.14
900,441.12
1000,367.06
1100,276.48
1200,224.53
1300,181.60
1400,136.95
1500,106.69
1600,79.42
1700,51.73
1800,25.76
1900,15.46
2000,5.15
2100,3.43
2200,1.50
2300,0.86
2400,0.43
