Month,Mean,P25,P75
1.0,0.33,0.15,0.65
2.0,0.26,0.11,0.50
3.0,0.22,0.10,0.64
4.0,1.34,0.34,3.38
5.0,5.73,2.53,10.66
6.0,13.37,7.21,21.56
7.0,20.81,11.54,31.76
8.0,10.76,5.15,19.16
9.0,4.96,1.89,9.62
10.0,2.03,0.78,3.81
11.0,0.60,0.18,1.40
12.0,0.30,0.09,0.78
