Elevation,SCA,CCA
0.0,0.0034871299432602415,0.0034871299432602415
100.0,0.002356532121061102,0.002356532121061102
200.0,0.0025639970962159564,0.0025639970962159564
300.0,0.0028405454913370456,0.0028405454913370456
400.0,0.002481722931670218,0.002481722931670218
500.0,0.00215660811466695,0.00215660811466695
600.0,0.0028410244202438538,0.0028410244202438538
700.0,0.00427345397108882,0.00427345397108882
800.0,0.004559706653055303,0.004559706653055303
900.0,0.007710271521952478,0.007710271521952478
1000.0,0.013161336997834276,0.013161336997834276
1100.0,0.024268150270008487,0.024268150270008487
1200.0,0.043570203159798496,0.043570203159798496
1300.0,0.09676779545109179,0.09676779545109179
1400.0,0.154839712984195,0.154839712984195
1500.0,0.2339153215020174,0.2339153215020174
1600.0,0.3517738533165957,0.3517738533165957
1700.0,0.5849197107414376,0.5849197107414376
1800.0,0.9468105758594955,0.9468105758594955
1900.0,1.567006465260785,1.567006465260785
2000.0,2.0556161899348626,2.0556161899348626
2100.0,2.9446396652608864,2.9446396652608864
2200.0,3.754674650323296,3.754674650323296
2300.0,4.906549639964079,4.906549639964079
2400.0,6.121524977104304,6.121524977104304
2500.0,8.06441191136291,8.06441191136291
2600.0,9.82217913500506,9.82217913500506
2700.0,12.370793152358349,12.370793152358349
2800.0,14.496178909820872,14.496178909820872
2900.0,17.52010729129361,17.52010729129361
3000.0,19.87298614980425,19.87298614980425
3100.0,22.613908976411448,22.613908976411448
3200.0,25.878981321229066,25.878981321229066
3300.0,28.079722333131933,28.079722333131933
3400.0,31.391245448896036,31.391245448896036
3500.0,32.382265695968826,32.382265695968826
3600.0,32.51778771869343,32.51778771869343
3700.0,32.34397800895714,32.34397800895714
3800.0,32.260655133501594,32.260655133501594
3900.0,32.33354824386977,32.33354824386977
4000.0,31.288257494968153,31.288257494968153
4100.0,31.258328355334225,31.258328355334225
4200.0,29.443009306807202,29.443009306807202
4300.0,27.70360691393015,27.70360691393015
4400.0,25.249147694502863,25.249147694502863
4500.0,21.823333052446785,21.823333052446785
4600.0,22.959083837555514,22.959083837555514
4700.0,27.161782689519065,27.161782689519065
4800.0,24.165246293675626,24.165246293675626
4900.0,25.484538391010684,25.484538391010684
5000.0,25.944799262884153,25.944799262884153
5100.0,26.178748696988144,26.178748696988144
5200.0,25.807128111008883,25.807128111008883
5300.0,25.973658268143737,25.973658268143737
5400.0,10.769919559245663,10.769919559245663
