Elevation,Area
100,4111.79
200,959.31
300,931.83
400,924.32
500,985.71
600,903.93
700,790.80
800,645.90
900,480.62
1000,394.11
1100,391.11
1200,426.31
1300,405.92
1400,293.44
1500,213.80
1600,194.48
1700,204.78
1800,206.29
1900,148.33
2000,84.15
2100,44.65
2200,30.91
2300,18.25
2400,15.46
2500,7.08
2600,4.08
2700,3.43
2800,4.08
2900,1.93
3000,0.43
3100,0.64
3200,0.86
3300,0.21
