Month,SCA
1.0,-0.11
2.0,-0.03
3.0,-0.12
4.0,-0.04
5.0,4.32
6.0,1.33
7.0,1.18
8.0,0.16
9.0,0.25
10.0,0.10
11.0,-0.14
12.0,-0.02
