Month,Mean,P25,P75
1.0,0.48,0.26,0.79
2.0,0.15,0.05,0.36
3.0,0.12,0.05,0.26
4.0,0.25,0.08,0.60
5.0,0.76,0.29,1.71
6.0,3.87,1.60,7.22
7.0,7.17,3.85,10.61
8.0,7.19,4.18,10.59
9.0,7.10,3.88,9.78
10.0,4.93,3.05,6.50
11.0,2.69,1.64,3.81
12.0,1.31,0.72,1.97
