Month,SCA
1.0,-0.02
2.0,0.01
3.0,0.04
4.0,0.23
5.0,0.50
6.0,-0.13
7.0,0.35
8.0,0.04
9.0,0.34
10.0,0.01
11.0,0.01
12.0,-0.02
