Month,SCA
1.0,0.04
2.0,0.07
3.0,-0.01
4.0,-0.03
5.0,3.71
6.0,1.18
7.0,2.23
8.0,0.25
9.0,0.18
10.0,0.11
11.0,0.02
12.0,0.03
