Month,Mean,P25,P75
1.0,3.41,2.36,4.58
2.0,2.68,1.76,3.75
3.0,1.80,1.16,2.62
4.0,2.18,0.99,4.70
5.0,5.75,2.67,10.14
6.0,9.45,5.07,15.21
7.0,13.65,8.55,20.13
8.0,9.89,5.62,15.84
9.0,8.11,4.13,13.20
10.0,4.17,2.05,7.47
11.0,1.87,0.83,3.58
12.0,2.60,1.29,4.62
