Month,Mean,P25,P75
1.0,0.00,0.00,0.03
2.0,0.00,0.00,0.02
3.0,0.00,0.00,0.02
4.0,0.02,0.00,0.86
5.0,1.13,0.12,3.87
6.0,9.82,4.24,15.05
7.0,14.96,9.04,19.70
8.0,15.15,9.68,20.05
9.0,12.59,6.25,16.99
10.0,6.69,1.85,11.54
11.0,0.78,0.09,2.65
12.0,0.01,0.00,0.07
