Month,SCA
1.0,-0.18
2.0,-0.06
3.0,-0.08
4.0,-0.07
5.0,0.31
6.0,0.17
7.0,0.21
8.0,0.02
9.0,0.01
10.0,-0.00
11.0,-0.18
12.0,-0.23
