Month,Mean,P25,P75
1.0,1.73,0.99,3.34
2.0,1.24,0.73,2.26
3.0,1.04,0.64,2.11
4.0,2.18,0.81,5.28
5.0,6.84,2.87,12.01
6.0,17.46,11.04,24.49
7.0,26.78,19.83,33.62
8.0,24.14,18.91,30.45
9.0,22.63,16.74,28.36
10.0,18.56,13.82,24.84
11.0,12.27,7.37,18.69
12.0,4.69,2.37,9.35
