Month,SCA
1.0,-0.07
2.0,-0.10
3.0,-0.09
4.0,-0.03
5.0,0.11
6.0,0.23
7.0,0.14
8.0,0.00
9.0,-0.00
10.0,0.01
11.0,-0.02
12.0,-0.04
