Month,Mean,P25,P75
1.0,0.03,0.01,0.15
2.0,0.04,0.01,0.21
3.0,0.17,0.03,1.09
4.0,1.90,0.46,4.10
5.0,7.89,4.25,12.50
6.0,14.15,8.47,21.22
7.0,13.84,8.23,21.14
8.0,5.64,2.77,9.94
9.0,1.52,0.49,3.48
10.0,0.37,0.08,1.19
11.0,0.07,0.01,0.38
12.0,0.03,0.01,0.17
