Month,Mean,P25,P75
1.0,0.30,0.15,0.58
2.0,0.25,0.11,0.58
3.0,0.17,0.08,0.61
4.0,0.60,0.14,4.24
5.0,3.76,0.91,9.90
6.0,13.32,7.27,20.97
7.0,15.49,7.06,26.57
8.0,12.53,5.25,24.03
9.0,7.36,2.97,16.42
10.0,2.74,0.60,7.62
11.0,0.56,0.20,2.16
12.0,0.21,0.12,0.51
