Month,SCA
1.0,-0.00
2.0,-0.00
3.0,0.01
4.0,0.24
5.0,0.21
6.0,-0.03
7.0,0.36
8.0,0.20
9.0,0.06
10.0,-0.02
11.0,0.00
12.0,0.00
