Month,SCA
1.0,-0.00
2.0,0.00
3.0,0.03
4.0,0.16
5.0,0.08
6.0,0.00
7.0,0.07
8.0,0.15
9.0,0.09
10.0,-0.00
11.0,0.00
12.0,0.00
