Month,Mean,P25,P75
1.0,0.30,0.13,0.67
2.0,0.51,0.21,1.09
3.0,1.06,0.48,2.12
4.0,2.95,1.42,5.18
5.0,9.05,5.40,13.93
6.0,14.49,9.02,21.07
7.0,15.03,9.12,22.56
8.0,6.58,3.72,10.96
9.0,2.45,1.17,4.52
10.0,0.80,0.31,1.69
11.0,0.32,0.10,0.78
12.0,0.24,0.09,0.57
