Month,SCA
1.0,-0.51
2.0,-0.18
3.0,-0.37
4.0,-0.22
5.0,0.51
6.0,0.33
7.0,0.40
8.0,0.20
9.0,0.11
10.0,-0.08
11.0,-0.47
12.0,-0.31
