Month,Mean,P25,P75
1.0,0.00,0.00,0.01
2.0,0.00,0.00,0.01
3.0,0.00,0.00,0.08
4.0,0.11,0.00,1.26
5.0,2.36,0.72,4.81
6.0,5.39,2.59,8.94
7.0,5.11,2.48,8.49
8.0,1.80,0.43,3.94
9.0,0.29,0.03,1.48
10.0,0.05,0.00,0.42
11.0,0.01,0.00,0.13
12.0,0.00,0.00,0.03
