Elevation,Area
100,227.32
200,134.38
300,146.40
400,149.19
500,148.76
600,178.17
700,185.04
800,199.63
900,210.58
1000,224.32
1100,242.99
1200,236.55
1300,213.16
1400,186.11
1500,142.96
1600,94.45
1700,64.18
1800,46.80
1900,22.75
2000,8.16
2100,1.72
2200,1.07
2300,0.64
