Month,SCA
1.0,-0.01
2.0,-0.01
3.0,-0.02
4.0,-0.00
5.0,0.01
6.0,0.05
7.0,-0.02
8.0,-0.02
9.0,-0.02
10.0,0.00
11.0,-0.00
12.0,-0.01
