Month,Mean,P25,P75
1.0,3.65,2.02,6.47
2.0,2.46,1.55,4.10
3.0,2.13,1.42,3.33
4.0,3.49,1.76,6.25
5.0,7.50,4.53,11.05
6.0,12.22,7.74,16.53
7.0,16.49,12.26,21.59
8.0,15.97,12.34,19.94
9.0,16.21,11.95,19.39
10.0,13.67,11.03,16.46
11.0,11.68,9.18,15.01
12.0,7.71,4.95,11.79
