Elevation,Area
100,176.45
200,86.08
300,110.55
400,111.19
500,110.76
600,110.33
700,102.61
800,98.96
900,98.74
1000,95.09
1100,95.31
1200,97.67
1300,88.87
1400,76.20
1500,67.19
1600,53.45
1700,42.07
1800,37.99
1900,34.13
2000,34.99
2100,25.97
2200,23.83
2300,21.04
2400,17.82
2500,19.96
2600,22.32
2700,19.32
2800,14.38
2900,11.81
3000,11.16
3100,11.59
3200,13.74
3300,13.74
3400,11.81
3500,6.44
3600,4.08
3700,1.50
3800,0.00
3900,0.21
