Month,Mean,P25,P75
1.0,0.00,0.00,0.03
2.0,0.00,0.00,0.03
3.0,0.04,0.00,0.46
4.0,1.17,0.25,2.61
5.0,6.00,3.15,10.09
6.0,13.11,7.70,20.01
7.0,14.37,8.33,23.15
8.0,5.62,2.93,10.44
9.0,1.31,0.46,2.80
10.0,0.29,0.07,0.87
11.0,0.03,0.01,0.18
12.0,0.01,0.00,0.05
