Month,SCA
1.0,-0.06
2.0,-0.07
3.0,-0.14
4.0,-0.23
5.0,2.18
6.0,1.12
7.0,1.73
8.0,0.28
9.0,0.29
10.0,0.20
11.0,-0.01
12.0,0.02
