Elevation,Area
100,27027.25
200,4758.14
300,3098.38
400,1786.82
500,1369.74
600,1000.52
700,727.27
800,547.81
900,409.78
1000,285.07
1100,182.89
1200,139.10
1300,107.97
1400,106.04
1500,80.07
1600,60.75
1700,47.01
1800,32.20
1900,24.47
2000,13.74
2100,8.16
2200,2.36
2300,1.72
2400,0.43
