Month,Mean,P25,P75
1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.00
3.0,0.00,0.00,0.00
4.0,0.00,0.00,0.07
5.0,0.44,0.01,1.51
6.0,4.29,1.72,7.61
7.0,8.22,4.84,12.01
8.0,7.64,4.91,11.38
9.0,4.77,2.54,7.39
10.0,1.30,0.43,3.58
11.0,0.06,0.00,0.45
12.0,0.00,0.00,0.00
