Month,Mean,P25,P75
1.0,0.01,0.00,0.06
2.0,0.01,0.00,0.05
3.0,0.01,0.00,0.15
4.0,0.33,0.02,1.34
5.0,2.62,0.55,6.33
6.0,12.75,6.74,19.16
7.0,19.73,14.02,25.16
8.0,18.76,13.65,24.15
9.0,15.62,10.71,20.29
10.0,10.68,5.65,15.98
11.0,2.97,1.01,6.86
12.0,0.07,0.00,0.71
