Month,Mean,P25,P75
1.0,0.38,0.27,0.53
2.0,0.31,0.21,0.41
3.0,0.23,0.15,0.33
4.0,0.25,0.11,0.78
5.0,1.36,0.51,3.26
6.0,3.43,1.50,6.73
7.0,4.59,2.52,7.97
8.0,2.51,1.32,4.90
9.0,1.90,1.01,3.33
10.0,0.72,0.34,1.45
11.0,0.43,0.21,0.86
12.0,0.43,0.22,0.78
