Month,Mean,P25,P75
1.0,0.03,0.00,0.20
2.0,0.05,0.00,0.28
3.0,0.28,0.05,1.23
4.0,2.85,0.94,5.43
5.0,10.74,6.30,16.17
6.0,13.15,8.02,19.39
7.0,13.17,7.97,19.33
8.0,7.28,4.00,11.71
9.0,2.96,1.21,5.70
10.0,0.71,0.18,1.87
11.0,0.12,0.01,0.58
12.0,0.04,0.00,0.25
